shape1,shape2,iou,clip,color,edge,hash
Bermuda,Slovakia,0.692795,0.692795,0.952838,0.099122,0.53125
Brazil,Slovakia,0.63995,0.63995,0.001876,0.063325,0.375
Bulgaria,Slovakia,0.730673,0.730673,0.788495,0,0.5625
Burkina Faso,Slovakia,0.629905,0.629905,0.508197,0.021977,0.5625
Burundi,Slovakia,0.651282,0.651282,0.795106,0.04548,0.625
Cabo Verde,Slovakia,0.730879,0.730879,0.657866,0.030913,0.65625
Cambodia,Slovakia,0.66287,0.66287,0.622322,0.059853,0.5
Cameroon,Slovakia,0.568041,0.568041,0.569646,0.022552,0.53125
Canada,Slovakia,0.659722,0.659722,0.789132,0.012525,0.4375
Cayman Islands,Slovakia,0.639539,0.639539,0.754303,0.09285,0.5
Central African Republic,Slovakia,0.695341,0.695341,0.760328,0.138646,0.5625
Chile,Slovakia,0.742984,0.742984,0.739137,0.28164,0.53125
China,Slovakia,0.612861,0.612861,0.394785,0.380959,0.53125
Colombia,Slovakia,0.691434,0.691434,0.54846,0.003629,0.515625
Comoros,Slovakia,0.696795,0.696795,0.787593,0.033939,0.34375
Cook Islands,Slovakia,0.694226,0.694226,0.742495,0.100207,0.53125
Croatia,Slovakia,0.813721,0.813721,0.821885,0.059444,0.625
Cuba,Slovakia,0.673591,0.673591,0.866425,0.035575,0.46875
Curaao,Slovakia,0.70632,0.70632,0.440661,0.018059,0.53125
Cyprus,Slovakia,0.66895,0.66895,0.870207,0.037993,0.4375
Democratic Republic of the Congo,Slovakia,0.671986,0.671986,0.365101,0.029634,0.5
Denmark,Slovakia,0.815193,0.815193,0.505965,0.031871,0.5625
District of Columbia,Slovakia,0.552698,0.552698,0.946103,0.029031,0.59375
Djibouti,Slovakia,0.677707,0.677707,0.735675,0.402382,0.5
East Timor,Slovakia,0.659286,0.659286,0.729328,0.034921,0.5
Egypt,Slovakia,0.664035,0.664035,0.836938,0.067478,0.5625
El Salvador,Slovakia,0.650995,0.650995,0.883378,0.031517,0.375
Equatorial Guinea,Slovakia,0.689577,0.689577,0.747359,0.058077,0.71875
Eritrea,Slovakia,0.627195,0.627195,0.764795,0.099888,0.53125
Estonia,Slovakia,0.604247,0.604247,0.841049,0.05374,0.5
eSwatini,Slovakia,0.607448,0.607448,0.673206,0.096445,0.46875
Federated States of Micronesia,Slovakia,0.674752,0.674752,0.595058,0.037689,0.4375
Finland,Slovakia,0.800827,0.800827,0.832063,0.018377,0.5
Florida,Slovakia,0.62583,0.62583,0.832262,0.124259,0.53125
France,Slovakia,0.75706,0.75706,0.758566,0.301807,0.5
French Polynesia,Slovakia,0.696981,0.696981,0.760319,0.110062,0.5625
Georgia,Slovakia,0.803412,0.803412,0.833306,0.02657,0.5
Georgia (state),Slovakia,0.656354,0.656354,0.710873,0.058994,0.375
Germany,Slovakia,0.727911,0.727911,0.788495,0.006326,0.5
Ghana,Slovakia,0.614586,0.614586,0.593619,0.019469,0.5
Gibraltar,Slovakia,0.755098,0.755098,0.842936,0.047509,0.65625
Greece,Slovakia,0.7356,0.7356,0.748013,0.27335,0.4375
Greenland,Slovakia,0.778239,0.778239,0.780983,0.011329,0.65625
Grenada,Slovakia,0.659699,0.659699,0.665522,0.013413,0.40625
Guam,Slovakia,0.662345,0.662345,0.639747,0.025329,0.46875
Guatemala,Slovakia,0.670698,0.670698,0.697127,0.065436,0.65625
Guernsey,Slovakia,0.808774,0.808774,0.842772,0.034202,0.609375
Guinea-Bissau,Slovakia,0.600379,0.600379,0.758468,0.031943,0.5625
Hawaii,Slovakia,0.633203,0.633203,0.936954,0.07073,0.625
Heard Island and McDonald Islands,Slovakia,0.684935,0.684935,0.706222,0.126689,0.5625
Honduras,Slovakia,0.714502,0.714502,0.776777,0.042201,0.59375
Hong Kong SAR,Slovakia,0.612861,0.612861,0.394785,0.380959,0.53125
Iceland,Slovakia,0.803407,0.803407,0.550282,0.043755,0.5
India,Slovakia,0.621853,0.621853,0.750514,0.041352,0.59375
Indiana,Slovakia,0.486542,0.486542,0.411846,0.067586,0.46875
Iowa,Slovakia,0.567256,0.567256,0.801584,0.069269,0.4375
Iran,Slovakia,0.579922,0.579922,0.815745,0.058842,0.5
Iraq,Slovakia,0.646953,0.646953,0.836656,0.048517,0.53125
Ireland,Slovakia,0.640318,0.640318,0.821595,0.019512,0.53125
Italy,Slovakia,0.687595,0.687595,0.758483,0.023928,0.484375
Jamaica,Slovakia,0.674156,0.674156,0.816275,0.034419,0.53125
Japan,Slovakia,0.668363,0.668363,0.863466,0.017368,0.46875
Jersey,Slovakia,0.765235,0.765235,0.8593,0.043749,0.46875
Kansas,Slovakia,0.529314,0.529314,0.546159,0.067926,0.59375
Kazakhstan,Slovakia,0.691694,0.691694,0.647902,0.024388,0.46875
Kentucky,Slovakia,0.594996,0.594996,0.633521,0.090412,0.28125
Kenya,Slovakia,0.536709,0.536709,0.79243,0.201989,0.5
Kosovo,Slovakia,0.859821,0.859821,0.784101,0.140567,0.5625
Kuwait,Slovakia,0.691152,0.691152,0.837851,0.010231,0.65625
Kyrgyzstan,Slovakia,0.633088,0.633088,0.517605,0.05536,0.59375
Laos,Slovakia,0.743761,0.743761,0.581264,0.010978,0.5625
Latvia,Slovakia,0.774734,0.774734,0.723165,0.025701,0.5
Lebanon,Slovakia,0.688404,0.688404,0.958596,0.101588,0.5625
Lesotho,Slovakia,0.597093,0.597093,0.788118,0.183936,0.46875
Liberia,Slovakia,0.675385,0.675385,0.816941,0.089828,0.53125
Libya,Slovakia,0.584817,0.584817,0.847488,0.012253,0.46875
Louisiana,Slovakia,0.588659,0.588659,0.558792,0.086621,0.59375
Luxembourg,Slovakia,0.769322,0.769322,0.788608,0.004298,0.46875
Madagascar,Slovakia,0.696527,0.696527,0.75908,0.031816,0.5
Maine,Slovakia,0.577753,0.577753,0.435081,0.088501,0.46875
Maldives,Slovakia,0.694164,0.694164,0.495318,0.017159,0.546875
Mali,Slovakia,0.636032,0.636032,0.56882,0.151055,0.53125
Marshall Islands,Slovakia,0.68248,0.68248,0.701632,0.049771,0.40625
Mauritania,Slovakia,0.648414,0.648414,0.501696,0.027626,0.4375
Mauritius,Slovakia,0.643844,0.643844,0.615718,0.096977,0.515625
Michigan,Slovakia,0.56526,0.56526,0.480974,0.091419,0.65625
Minnesota,Slovakia,0.600281,0.600281,0.554269,0.096774,0.59375
Mississippi,Slovakia,0.649818,0.649818,0.692628,0.147047,0.3125
Moldova,Slovakia,0.791577,0.791577,0.765728,0.062561,0.5
Monaco,Slovakia,0.671264,0.671264,0.725186,0.003791,0.515625
Mongolia,Slovakia,0.755044,0.755044,0.719139,0.019584,0.5
Montenegro,Slovakia,0.760257,0.760257,0.692164,0.063633,0.71875
Montserrat,Slovakia,0.702543,0.702543,0.751427,0.103307,0.59375
Morocco,Slovakia,0.643776,0.643776,0.392796,0,0.375
Mozambique,Slovakia,0.647562,0.647562,0.759217,0.061138,0.5
Myanmar,Slovakia,0.640774,0.640774,0.657343,0.028075,0.40625
Namibia,Slovakia,0.661478,0.661478,0.637561,0.039512,0.5
Nauru,Slovakia,0.664709,0.664709,0.653405,0.061328,0.5625
Nebraska,Slovakia,0.498794,0.498794,0.571541,0.114987,0.46875
Netherlands,Slovakia,0.741061,0.741061,0.75946,0,0.53125
Nevada,Slovakia,0.62833,0.62833,0.406449,0.035524,0.5625
New Caledonia,Slovakia,0.61757,0.61757,0.783473,0.106934,0.5625
New Hampshire,Slovakia,0.563141,0.563141,0.476022,0.132216,0.59375
New Jersey,Slovakia,0.599705,0.599705,0.432823,0.106526,0.53125
New York,Slovakia,0.631446,0.631446,0.689609,0.093773,0.375
New Zealand,Slovakia,0.705035,0.705035,0.72338,0.123018,0.59375
Nicaragua,Slovakia,0.655415,0.655415,0.720351,0.038806,0.3125
Niue,Slovakia,0.714016,0.714016,0.731142,0.143894,0.65625
Norfolk Island,Slovakia,0.661014,0.661014,0.77257,0.071721,0.5
North Carolina,Slovakia,0.581443,0.581443,0.774441,0.047547,0.5
North Korea,Slovakia,0.712453,0.712453,0.927644,0.108351,0.71875
Northern Mariana Islands,Slovakia,0.499892,0.499892,0.714732,0.089837,0.59375
Norway,Slovakia,0.792891,0.792891,0.559379,0.049643,0.40625
Ohio,Slovakia,0.553927,0.553927,0.83476,0.038362,0.46875
Oklahoma,Slovakia,0.467621,0.467621,0.44855,0.072114,0.625
Oman,Slovakia,0.686859,0.686859,0.944181,0.003734,0.5
Oregon,Slovakia,0.503616,0.503616,0.535526,0.103032,0.625
Pakistan,Slovakia,0.647769,0.647769,0.666895,0.17604,0.34375
Palau,Slovakia,0.669137,0.669137,0.500882,0.014935,0.625
Palestine,Slovakia,0.678492,0.678492,0.851769,0.03144,0.53125
Papua New Guinea,Slovakia,0.626909,0.626909,0.768116,0.036292,0.46875
Paraguay,Slovakia,0.681425,0.681425,0.806529,0.044987,0.53125
Philippines,Slovakia,0.693267,0.693267,0.787258,0.069829,0.59375
Pitcairn Islands,Slovakia,0.65801,0.65801,0.759768,0.093468,0.5
Portugal,Slovakia,0.72238,0.72238,0.53084,0.094784,0.6875
Puerto Rico,Slovakia,0.676318,0.676318,0.722832,0.033756,0.40625
Qatar,Slovakia,0.616784,0.616784,0.387462,0.034519,0.46875
Republic of the Congo,Slovakia,0.682043,0.682043,0.571598,0.197427,0.59375
Russia,Slovakia,0.871682,0.871682,0.759996,0,0.5625
Saint Pierre and Miquelon,Slovakia,0.69426,0.69426,0.698079,0.054355,0.5
Saint Vincent and the Grenadines,Slovakia,0.659824,0.659824,0.564567,0.219309,0.5625
San Marino,Slovakia,0.731122,0.731122,0.758834,0.07542,0.625
Senegal,Slovakia,0.62601,0.62601,0.747509,0.038382,0.53125
Seychelles,Slovakia,0.721352,0.721352,0.816436,0.023719,0.59375
Singapore,Slovakia,0.651354,0.651354,0.792829,0.35869,0.53125
Sint Maarten,Slovakia,0.741061,0.741061,0.75946,0,0.53125
Solomon Islands,Slovakia,0.688685,0.688685,0.74346,0.022104,0.65625
Somalia,Slovakia,0.634792,0.634792,0.426132,0.020197,0.59375
South Carolina,Slovakia,0.516856,0.516856,0.470233,0.064365,0.40625
South Dakota,Slovakia,0.502927,0.502927,0.515944,0.080444,0.375
South Korea,Slovakia,0.641103,0.641103,0.870316,0.026353,0.5
Sri Lanka,Slovakia,0.593973,0.593973,0.760042,0.022397,0.53125
Suriname,Slovakia,0.650895,0.650895,0.689623,0.022199,0.65625
Switzerland,Slovakia,0.773422,0.773422,0.2048,0,0.53125
Syria,Slovakia,0.667053,0.667053,0.837592,0.027415,0.3125
Tajikistan,Slovakia,0.723568,0.723568,0.838047,0.075657,0.5
Thailand,Slovakia,0.740409,0.740409,0.901864,0,0.53125
The Bahamas,Slovakia,0.659445,0.659445,0.778085,0.020843,0.515625
Tonga,Slovakia,0.790812,0.790812,0.707815,0.021444,0.5625
Trinidad and Tobago,Slovakia,0.657566,0.657566,0.71036,0.034479,0.5625
Tunisia,Slovakia,0.638455,0.638455,0.472906,0.025521,0.53125
Turkey,Slovakia,0.650197,0.650197,0.442093,0.061806,0.53125
Turkmenistan,Slovakia,0.602384,0.602384,0.453547,0.075629,0.46875
Tuvalu,Slovakia,0.626272,0.626272,0.753025,0.117689,0.53125
Uganda,Slovakia,0.548891,0.548891,0.766992,0.033646,0.625
Ukraine,Slovakia,0.758373,0.758373,0.500815,0.003629,0.515625
United Kingdom,Slovakia,0.69583,0.69583,0.929112,0.03894,0.65625
United Republic of Tanzania,Slovakia,0.640871,0.640871,0.759106,0.038736,0.5
United States of America,Slovakia,0.66477,0.66477,0.822538,0.07619,0.46875
United States Virgin Islands,Slovakia,0.63125,0.63125,0.864094,0.083849,0.625
Uzbekistan,Slovakia,0.695683,0.695683,0.826802,0.032621,0.375
Vanuatu,Slovakia,0.61116,0.61116,0.779499,0.0437,0.5
Vatican,Slovakia,0.711664,0.711664,0.585898,0,0.4375
Venezuela,Slovakia,0.630299,0.630299,0.759923,0.368235,0.71875
Vietnam,Slovakia,0.648967,0.648967,-0.001616,0.055568,0.375
West Virginia,Slovakia,0.617486,0.617486,0.853526,0.066225,0.4375
Western Sahara,Slovakia,0.690863,0.690863,0.850815,0.047301,0.59375
Zambia,Slovakia,0.620277,0.620277,0.524858,0,0.53125
Zimbabwe,Slovakia,0.561371,0.561371,0.824214,0.045058,0.5625
Afghanistan,Slovenia,0.619325,0.619325,0.84089,0.015039,0.53125
Alabama,Slovenia,0.715597,0.715597,0.891307,0.023852,0.625
Aland,Slovenia,0.743274,0.743274,0.759974,0.012775,0.5
Alaska,Slovenia,0.706082,0.706082,0.360041,0.059424,0.5625
Albania,Slovenia,0.700239,0.700239,0.465219,0.012638,0.5625
Algeria,Slovenia,0.646284,0.646284,0.851104,0.000579,0.5
American Samoa,Slovenia,0.763907,0.763907,0.876319,0.040862,0.46875
Andorra,Slovenia,0.720432,0.720432,0.58939,0.022214,0.5625
Angola,Slovenia,0.76976,0.76976,0.8412,0.006509,0.5
Anguilla,Slovenia,0.72604,0.72604,0.794946,0.084198,0.5
Antigua and Barbuda,Slovenia,0.788417,0.788417,0.826548,0.02035,0.59375
Argentina,Slovenia,0.671835,0.671835,0.753896,0.017451,0.59375
Arizona,Slovenia,0.598771,0.598771,0.482353,0.041405,0.5625
Arkansas,Slovenia,0.563375,0.563375,0.667712,0.054365,0.625
Armenia,Slovenia,0.826683,0.826683,0.815615,0,0.609375
Aruba,Slovenia,0.785812,0.785812,0.468746,0.002673,0.34375
Australia,Slovenia,0.703263,0.703263,0.761994,0.09183,0.5
Austria,Slovenia,0.789581,0.789581,0.729836,0,0.59375
Azerbaijan,Slovenia,0.696114,0.696114,0.822229,0,0.5
Bahrain,Slovenia,0.660057,0.660057,0.777245,0.019945,0.453125
Bangladesh,Slovenia,0.60883,0.60883,0.595367,0.023004,0.6875
Barbados,Slovenia,0.703679,0.703679,0.553774,0.017395,0.5625
Belarus,Slovenia,0.74115,0.74115,0.780657,0.009308,0.59375
Belgium,Slovenia,0.698291,0.698291,0.672587,0.003497,0.59375
Belize,Slovenia,0.746157,0.746157,0.877682,0.065205,0.53125
Benin,Slovenia,0.716703,0.716703,0.610709,0,0.5625
Bermuda,Slovenia,0.736158,0.736158,0.921734,0.076654,0.5
Bolivia,Slovenia,0.741907,0.741907,0.586974,0,0.625
Bosnia and Herzegovina,Slovenia,0.737693,0.737693,0.76127,0.031241,0.59375
Botswana,Slovenia,0.753319,0.753319,0.666654,0.105791,0.625
Brazil,Slovenia,0.641878,0.641878,0.002265,0.031172,0.53125
British Indian Ocean Territory,Slovenia,0.625101,0.625101,0.905133,0.066075,0.625
British Virgin Islands,Slovenia,0.652423,0.652423,0.805824,0.069222,0.59375
Brunei,Slovenia,0.734212,0.734212,0.873636,0.036238,0.4375
Bulgaria,Slovenia,0.762833,0.762833,0.850818,0,0.65625
Burkina Faso,Slovenia,0.667292,0.667292,0.548568,0.002851,0.4375
Burundi,Slovenia,0.658301,0.658301,0.857666,0.036153,0.46875
Cabo Verde,Slovenia,0.794294,0.794294,0.709851,0.020344,0.4375
Cambodia,Slovenia,0.762807,0.762807,0.671612,0.008153,0.46875
Cameroon,Slovenia,0.591466,0.591466,0.614856,0.002484,0.5
Canada,Slovenia,0.66494,0.66494,0.851462,0.00659,0.375
Cayman Islands,Slovenia,0.6925,0.6925,0.798973,0.07422,0.5625
Central African Republic,Slovenia,0.736283,0.736283,0.820502,0.025453,0.4375
Chad,Slovenia,0.767711,0.767711,0.616026,0.004468,0.515625
Chile,Slovenia,0.768529,0.768529,0.797552,0.005789,0.71875
China,Slovenia,0.659906,0.659906,0.426147,0.013848,0.40625
Colombia,Slovenia,0.759208,0.759208,0.592029,0,0.640625
Colorado,Slovenia,0.638406,0.638406,0.716868,0.043534,0.46875
Comoros,Slovenia,0.718802,0.718802,0.849854,0.025018,0.59375
Connecticut,Slovenia,0.677735,0.677735,0.489377,0.034131,0.59375
Cook Islands,Slovenia,0.720937,0.720937,0.788057,0.075759,0.59375
Costa Rica,Slovenia,0.850187,0.850187,0.850818,0,0.625
Croatia,Slovenia,0.78648,0.78648,0.886812,0.101659,0.53125
Cuba,Slovenia,0.755911,0.755911,0.906343,0.023402,0.59375
Curaao,Slovenia,0.767445,0.767445,0.475631,0.035895,0.40625
Cyprus,Slovenia,0.709611,0.709611,0.938841,0.02366,0.4375
Czechia,Slovenia,0.905365,0.905365,0.927256,0.021943,0.53125
Delaware,Slovenia,0.573749,0.573749,0.521956,0.030522,0.5
Democratic Republic of the Congo,Slovenia,0.713132,0.713132,0.600189,0.024775,0.375
Denmark,Slovenia,0.738566,0.738566,0.54607,0.025436,0.5
District of Columbia,Slovenia,0.625753,0.625753,0.970818,0.000428,0.59375
Djibouti,Slovenia,0.695125,0.695125,0.791133,0.021455,0.5
Dominica,Slovenia,0.689292,0.689292,0.814875,0.012547,0.53125
Dominican Republic,Slovenia,0.820036,0.820036,0.889944,0.007172,0.5
East Timor,Slovenia,0.721509,0.721509,0.786986,0.021365,0.40625
Ecuador,Slovenia,0.733497,0.733497,0.763607,0.0198,0.46875
Egypt,Slovenia,0.712494,0.712494,0.903005,0.003621,0.53125
El Salvador,Slovenia,0.72991,0.72991,0.796566,0.002798,0.53125
Equatorial Guinea,Slovenia,0.728251,0.728251,0.840516,0.046948,0.5
Eritrea,Slovenia,0.638541,0.638541,0.824936,0.096446,0.53125
Estonia,Slovenia,0.691562,0.691562,0.907448,0.016504,0.625
eSwatini,Slovenia,0.68604,0.68604,0.726483,0.048939,0.625
Ethiopia,Slovenia,0.639936,0.639936,0.83978,0.060073,0.5
Faroe Islands,Slovenia,0.80045,0.80045,0.949921,0.039845,0.59375
Federated States of Micronesia,Slovenia,0.708808,0.708808,0.64221,0,0.5625
Finland,Slovenia,0.750468,0.750468,0.897398,0.101587,0.53125
Florida,Slovenia,0.661885,0.661885,0.897934,0.024096,0.5625
France,Slovenia,0.770759,0.770759,0.81847,0.003792,0.65625
French Polynesia,Slovenia,0.754219,0.754219,0.819743,0.033046,0.5625
French Southern and Antarctic Lands,Slovenia,0.780107,0.780107,0.546989,0.007155,0.4375
Gabon,Slovenia,0.722364,0.722364,0.464941,0,0.609375
Gambia,Slovenia,0.756338,0.756338,0.714121,0.007631,0.625
Georgia,Slovenia,0.752166,0.752166,0.899087,0.006894,0.3125
Georgia (state),Slovenia,0.700309,0.700309,0.766859,0.118716,0.40625
Germany,Slovenia,0.765956,0.765956,0.850828,0,0.625
Ghana,Slovenia,0.664451,0.664451,0.640752,0.002757,0.53125
Gibraltar,Slovenia,0.761721,0.761721,0.909317,0.01327,0.53125
Greece,Slovenia,0.749131,0.749131,0.807319,0.01773,0.53125
Greenland,Slovenia,0.743601,0.743601,0.842676,0.030383,0.625
Grenada,Slovenia,0.688808,0.688808,0.718029,0.015482,0.5625
Guam,Slovenia,0.772847,0.772847,0.692239,0.012306,0.5
Guatemala,Slovenia,0.705762,0.705762,0.752319,0.016392,0.59375
Guernsey,Slovenia,0.74491,0.74491,0.909303,0.072444,0.515625
Guinea,Slovenia,0.716804,0.716804,0.614007,0.004456,0.5
Guinea-Bissau,Slovenia,0.641154,0.641154,0.818468,0.018707,0.6875
Guyana,Slovenia,0.706321,0.706321,0.766453,0.008001,0.5625
Hawaii,Slovenia,0.686913,0.686913,0.955523,0.071446,0.625
Heard Island and McDonald Islands,Slovenia,0.702533,0.702533,0.76207,0.092735,0.5625
Honduras,Slovenia,0.775382,0.775382,0.947021,0.096403,0.5
Hong Kong SAR,Slovenia,0.659906,0.659906,0.426147,0.013848,0.40625
Iceland,Slovenia,0.779105,0.779105,0.593913,0.28075,0.46875
Idaho,Slovenia,0.674514,0.674514,0.518248,0.019057,0.625
Illinois,Slovenia,0.633362,0.633362,0.940624,0.019835,0.4375
India,Slovenia,0.641559,0.641559,0.809877,0.00754,0.5
Indiana,Slovenia,0.516257,0.516257,0.444563,0.035003,0.59375
Indonesia,Slovenia,0.74451,0.74451,0.839862,0,0.609375
Iowa,Slovenia,0.600121,0.600121,0.864463,0.043725,0.46875
Iran,Slovenia,0.610205,0.610205,0.880204,0.018817,0.59375
Iraq,Slovenia,0.68989,0.68989,0.902701,0.010278,0.5
Ireland,Slovenia,0.676042,0.676042,0.886495,0.004738,0.71875
Isle of Man,Slovenia,0.748393,0.748393,0.853356,0.025573,0.53125
Israel,Slovenia,0.695875,0.695875,0.890234,0.004777,0.53125
Italy,Slovenia,0.708095,0.708095,0.819794,0.004132,0.390625
Jamaica,Slovenia,0.704189,0.704189,0.880772,0.031534,0.5
Japan,Slovenia,0.673098,0.673098,0.931582,0.001588,0.46875
Jersey,Slovenia,0.723709,0.723709,0.926514,0.018507,0.53125
Kansas,Slovenia,0.560326,0.560326,0.589445,0.029129,0.6875
Kazakhstan,Slovenia,0.734349,0.734349,0.69918,0.016728,0.5
Kentucky,Slovenia,0.659528,0.659528,0.683658,0.023169,0.53125
Kenya,Slovenia,0.561307,0.561307,0.855063,0.011003,0.59375
Kiribati,Slovenia,0.713656,0.713656,0.906994,0.014713,0.53125
Kosovo,Slovenia,0.847741,0.847741,0.846082,0.102878,0.46875
Kuwait,Slovenia,0.707452,0.707452,0.903428,0.070544,0.46875
Kyrgyzstan,Slovenia,0.663542,0.663542,0.55813,0.011692,0.5625
Laos,Slovenia,0.805798,0.805798,0.627311,0.006684,0.53125
Latvia,Slovenia,0.81364,0.81364,0.780174,0.066452,0.59375
Lebanon,Slovenia,0.692521,0.692521,0.93963,0.031128,0.5625
Lesotho,Slovenia,0.67713,0.67713,0.850415,0.004533,0.53125
Liberia,Slovenia,0.748369,0.748369,0.88146,0.025869,0.53125
Libya,Slovenia,0.622837,0.622837,0.914393,0,0.5
Lithuania,Slovenia,0.73136,0.73136,0.712267,0,0.65625
Louisiana,Slovenia,0.632468,0.632468,0.787078,0.012189,0.5
Luxembourg,Slovenia,0.848634,0.848634,0.850867,0,0.59375
Macao SAR,Slovenia,0.659906,0.659906,0.426147,0.013848,0.40625
Madagascar,Slovenia,0.721747,0.721747,0.81911,0.003143,0.5
Maine,Slovenia,0.659898,0.659898,0.46947,0.012403,0.46875
Malawi,Slovenia,0.638595,0.638595,0.779034,0.006652,0.5
Malaysia,Slovenia,0.617078,0.617078,0.897663,0.058548,0.40625
Maldives,Slovenia,0.692241,0.692241,0.534655,0.005224,0.546875
Mali,Slovenia,0.691819,0.691819,0.614007,0.004123,0.4375
Malta,Slovenia,0.721725,0.721725,0.946919,0.00035,0.46875
Marshall Islands,Slovenia,0.758489,0.758489,0.756857,0.125382,0.5
Maryland,Slovenia,0.494703,0.494703,0.885154,0.00897,0.53125
Massachusetts,Slovenia,0.708126,0.708126,0.940455,0.014,0.53125
Mauritania,Slovenia,0.658056,0.658056,0.54288,0.026093,0.5
Mauritius,Slovenia,0.731252,0.731252,0.664558,0.024314,0.609375
Michigan,Slovenia,0.635488,0.635488,0.518493,0.00661,0.53125
Minnesota,Slovenia,0.699931,0.699931,0.596559,0.023889,0.625
Mississippi,Slovenia,0.680884,0.680884,0.747362,0.070349,0.46875
Missouri,Slovenia,0.73357,0.73357,0.846554,0.033462,0.53125
Moldova,Slovenia,0.807747,0.807747,0.826188,0.031186,0.59375
Monaco,Slovenia,0.734659,0.734659,0.782505,0,0.609375
Mongolia,Slovenia,0.810154,0.810154,0.84356,0.010068,0.53125
Montana,Slovenia,0.582709,0.582709,0.480045,0.027379,0.4375
Montenegro,Slovenia,0.77305,0.77305,0.746943,0.02081,0.5
Montserrat,Slovenia,0.747907,0.747907,0.797344,0.090231,0.53125
Morocco,Slovenia,0.646264,0.646264,0.427404,0,0.53125
Mozambique,Slovenia,0.697119,0.697119,0.819134,0.016705,0.5625
Myanmar,Slovenia,0.687297,0.687297,0.709384,0.023745,0.53125
Namibia,Slovenia,0.695533,0.695533,0.687997,0.044353,0.40625
Nauru,Slovenia,0.722334,0.722334,0.705062,0.01513,0.46875
Nebraska,Slovenia,0.559066,0.559066,0.615809,0.059061,0.46875
Nepal,Slovenia,0.726916,0.726916,0.829418,0.023134,0.46875
Netherlands,Slovenia,0.807915,0.807915,0.816827,0,0.625
Nevada,Slovenia,0.702718,0.702718,0.439223,0.03133,0.34375
New Caledonia,Slovenia,0.683668,0.683668,0.84548,0.074787,0.4375
New Hampshire,Slovenia,0.637437,0.637437,0.513253,0.048059,0.53125
New Jersey,Slovenia,0.648758,0.648758,0.47917,0.032824,0.5
New Mexico,Slovenia,0.603464,0.603464,0.432498,0.007383,0.546875
New York,Slovenia,0.685512,0.685512,0.743977,0.026546,0.46875
New Zealand,Slovenia,0.720291,0.720291,0.766889,0.088106,0.53125
Nicaragua,Slovenia,0.745328,0.745328,0.912346,0.011415,0.5
Niger,Slovenia,0.66305,0.66305,0.617572,0.006651,0.5625
Nigeria,Slovenia,0.675613,0.675613,0.840107,0.005127,0.609375
Niue,Slovenia,0.759761,0.759761,0.778501,0.147697,0.5625
Norfolk Island,Slovenia,0.715094,0.715094,0.83361,0.020362,0.59375
North Carolina,Slovenia,0.61575,0.61575,0.835468,0.045876,0.4375
North Dakota,Slovenia,0.639786,0.639786,0.322159,0.008843,0.5
North Korea,Slovenia,0.767568,0.767568,0.977225,0.058311,0.53125
North Macedonia,Slovenia,0.664156,0.664156,0.755337,0.028225,0.46875
Northern Mariana Islands,Slovenia,0.579801,0.579801,0.908269,0.042778,0.5625
Norway,Slovenia,0.768306,0.768306,0.603728,0.05845,0.53125
Ohio,Slovenia,0.613695,0.613695,0.900554,0.055661,0.53125
Oklahoma,Slovenia,0.514997,0.514997,0.689398,0.0133,0.5
Oman,Slovenia,0.673979,0.673979,0.947832,0.08473,0.625
Oregon,Slovenia,0.530911,0.530911,0.577572,0.029218,0.65625
Pakistan,Slovenia,0.665212,0.665212,0.719645,0.006558,0.4375
Palau,Slovenia,0.713682,0.713682,0.540629,0.015122,0.5625
Palestine,Slovenia,0.691981,0.691981,0.918885,0.141983,0.5
Panama,Slovenia,0.746419,0.746419,0.940182,0.024802,0.6875
Papua New Guinea,Slovenia,0.680746,0.680746,0.828452,0.04368,0.5625
Paraguay,Slovenia,0.754646,0.754646,0.87026,0,0.5
Pennsylvania,Slovenia,0.671973,0.671973,0.537604,0.077817,0.5
Peru,Slovenia,0.776615,0.776615,0.732746,0.004468,0.640625
Philippines,Slovenia,0.737757,0.737757,0.849409,0.060797,0.625
Pitcairn Islands,Slovenia,0.67647,0.67647,0.808781,0.079798,0.53125
Poland,Slovenia,0.83183,0.83183,0.856473,0,0.65625
Portugal,Slovenia,0.656597,0.656597,0.572926,0.071222,0.5
Puerto Rico,Slovenia,0.745514,0.745514,0.779858,0.052174,0.5625
Qatar,Slovenia,0.671498,0.671498,0.41823,0.008964,0.5625
Republic of Serbia,Slovenia,0.847741,0.847741,0.846082,0.102878,0.46875
Republic of the Congo,Slovenia,0.728292,0.728292,0.617005,0.004225,0.53125
Rhode Island,Slovenia,0.677244,0.677244,0.922594,0.0117,0.53125
Romania,Slovenia,0.770668,0.770668,0.614007,0.004456,0.53125
Russia,Slovenia,0.911726,0.911726,0.820095,0,0.65625
Rwanda,Slovenia,0.703731,0.703731,0.601528,0.009061,0.5625
Saint Barthelemy,Slovenia,0.700971,0.700971,0.938495,0.091164,0.375
Saint Helena,Slovenia,0.735743,0.735743,0.951309,0.090028,0.46875
Saint Lucia,Slovenia,0.739043,0.739043,0.727142,0.014865,0.5
Saint Pierre and Miquelon,Slovenia,0.677683,0.677683,0.753405,0.036791,0.59375
Saint Vincent and the Grenadines,Slovenia,0.712751,0.712751,0.686863,0.003508,0.5625
Samoa,Slovenia,0.798489,0.798489,0.737711,0.053683,0.5
San Marino,Slovenia,0.748848,0.748848,0.818821,0.018931,0.40625
